project,month,interaction_type,sender,recipient_or_file_type,n_interactions
deegree,0,tech,Markus Bengts,java,52
deegree,0,tech,Oliver Gerlich,java,7
deegree,1,tech,Markus Bengts,bat,1
deegree,1,tech,Markus Bengts,java,2
deegree,1,tech,Oliver Gerlich,java,8
deegree,1,tech,Rutger Schimmel,html,1
deegree,1,tech,Rutger Schimmel,java,57
deegree,2,tech,Akotsev,java,1
deegree,2,tech,Andreasgarnaes,java,5
deegree,2,tech,Markus Bengts,java,3
deegree,2,tech,Oliver Gerlich,java,16
deegree,3,tech,Andreasgarnaes,java,32
deegree,3,tech,Markus Bengts,gml,8
deegree,3,tech,Markus Bengts,java,117
deegree,3,tech,Oliver Gerlich,java,14
deegree,4,tech,Andreasgarnaes,java,27
deegree,4,tech,Markus Bengts,gml,104
deegree,4,tech,Markus Bengts,java,508
deegree,4,tech,Oliver Gerlich,java,16
deegree,4,tech,Rutger Schimmel,java,4
deegree,5,tech,Andreasgarnaes,java,15
deegree,5,tech,Cristiprodan,java,1
deegree,5,tech,Goltz,java,2
deegree,5,tech,Markus Bengts,gml,18
deegree,5,tech,Markus Bengts,java,76
deegree,5,tech,Oliver Gerlich,java,20
deegree,5,tech,Rutger Schimmel,java,1
deegree,6,tech,Andreasgarnaes,java,18
deegree,6,tech,Cristiprodan,html,1
deegree,6,tech,Markus Bengts,gml,11
deegree,6,tech,Markus Bengts,java,65
deegree,6,tech,Rutger Schimmel,html,4
deegree,6,tech,Rutger Schimmel,java,71
deegree,7,tech,Andreasgarnaes,java,7
deegree,7,tech,Markus Bengts,java,14
deegree,7,tech,Rutger Schimmel,java,510
deegree,7,tech,Rutger Schimmel,sh,2
deegree,8,tech,Ionita,java,13
deegree,8,tech,Rutger Schimmel,java,37
deegree,9,tech,Ionita,html,3
deegree,9,tech,Ionita,java,74
deegree,9,tech,Markus Bengts,html,2
deegree,9,tech,Markus Bengts,java,87
deegree,9,tech,Rutger Schimmel,html,2
deegree,9,tech,Rutger Schimmel,java,109
deegree,10,tech,Ionita,gml,5
deegree,10,tech,Ionita,java,195
deegree,10,tech,Markus Bengts,gml,1
deegree,10,tech,Markus Bengts,html,2
deegree,10,tech,Markus Bengts,java,380
deegree,10,tech,Rutger Schimmel,gml,73
deegree,10,tech,Rutger Schimmel,html,28
deegree,10,tech,Rutger Schimmel,java,948
deegree,11,tech,Andreasgarnaes,java,156
deegree,11,tech,Andreasgarnaes,js,8
deegree,11,tech,Ionita,java,11
deegree,11,tech,Markus Bengts,java,207
deegree,11,tech,Rutger Schimmel,html,1
deegree,11,tech,Rutger Schimmel,java,202
deegree,12,tech,Andreasgarnaes,java,27
deegree,12,tech,Andreasgarnaes,js,1
deegree,12,tech,Ionita,java,20
deegree,12,tech,Markus Bengts,java,838
deegree,12,tech,Rutger Schimmel,java,10
deegree,13,tech,Akotsev,java,1
deegree,13,tech,Andreasgarnaes,java,64
deegree,13,tech,Ionita,java,35
deegree,13,tech,Markus Bengts,gml,72
deegree,13,tech,Markus Bengts,java,629
deegree,13,tech,Rutger Schimmel,java,43
deegree,14,tech,Andreasgarnaes,flex,2
deegree,14,tech,Andreasgarnaes,java,49
deegree,14,tech,Ionita,java,61
deegree,14,tech,Markus Bengts,gml,2
deegree,14,tech,Markus Bengts,java,537
deegree,14,tech,Rutger Schimmel,gml,76
deegree,14,tech,Rutger Schimmel,html,27
deegree,14,tech,Rutger Schimmel,java,820
deegree,14,tech,Rutger Schimmel,js,5
deegree,14,tech,Rutger Schimmel,sh,2
deegree,15,tech,Andreasgarnaes,java,51
deegree,15,tech,Ionita,java,31
deegree,15,tech,Markus Bengts,java,2
deegree,15,tech,Rutger Schimmel,html,2
deegree,15,tech,Rutger Schimmel,java,126
deegree,16,tech,Andreasgarnaes,java,86
deegree,16,tech,Ionita,gml,9
deegree,16,tech,Ionita,html,1
deegree,16,tech,Ionita,java,106
deegree,16,tech,Markus Bengts,java,470
deegree,16,tech,Markus Bengts,sql,2
deegree,16,tech,Rutger Schimmel,java,37
deegree,16,tech,Steffenhiller,java,3
deegree,17,tech,Andreasgarnaes,java,74
deegree,17,tech,Ionita,gml,10
deegree,17,tech,Ionita,java,57
deegree,17,tech,Markus Bengts,java,515
deegree,17,tech,Markus Bengts,sql,1
deegree,17,tech,Rutger Schimmel,java,102
deegree,17,tech,Steffenhiller,java,48
deegree,18,tech,404,java,1
deegree,18,tech,Andreasgarnaes,java,237
deegree,18,tech,Ionita,gml,1
deegree,18,tech,Ionita,java,80
deegree,18,tech,Markus Bengts,gml,4
deegree,18,tech,Markus Bengts,java,787
deegree,18,tech,Rutger Schimmel,java,101
deegree,18,tech,Steffenhiller,java,69
deegree,19,tech,Andreasgarnaes,flex,7
deegree,19,tech,Andreasgarnaes,java,177
deegree,19,tech,Ionita,java,16
deegree,19,tech,Markus Bengts,java,129
deegree,19,tech,Rutger Schimmel,java,73
deegree,19,tech,Steffenhiller,java,68
deegree,19,tech,Steffenhiller,sql,16
deegree,20,tech,Andreasgarnaes,flex,4
deegree,20,tech,Andreasgarnaes,java,61
deegree,20,tech,Ionita,java,5
deegree,20,tech,Markus Bengts,java,106
deegree,20,tech,Rutger Schimmel,java,110
deegree,20,tech,Steffenhiller,java,62
deegree,20,tech,Steffenhiller,sql,5
gdal-ogr,0,tech,Francesco Dal Canton,h,2
gdal-ogr,1,tech,404,c,35
gdal-ogr,1,tech,404,h,3
gdal-ogr,1,tech,406,c,35
gdal-ogr,1,tech,406,h,3
gdal-ogr,1,tech,Andrey,cpp,14
gdal-ogr,1,tech,Benjamin Birnbaum,cpp,2
gdal-ogr,1,tech,Benjamin Birnbaum,java,14
gdal-ogr,1,tech,Chris Ortner,cpp,44
gdal-ogr,1,tech,Chris Ortner,h,16
gdal-ogr,1,tech,Chris Ortner,html,8
gdal-ogr,1,tech,Danieleriksson,cpp,4
gdal-ogr,1,tech,Francesco Dal Canton,c,8
gdal-ogr,1,tech,Francesco Dal Canton,cpp,202
gdal-ogr,1,tech,Francesco Dal Canton,h,40
gdal-ogr,1,tech,Francesco Dal Canton,html,20
gdal-ogr,1,tech,Francesco Dal Canton,py,4
gdal-ogr,1,tech,Ivankozik,c,12
gdal-ogr,1,tech,Ivankozik,cpp,10
gdal-ogr,1,tech,Ivankozik,h,6
gdal-ogr,1,tech,Ivankozik,html,2
gdal-ogr,1,tech,Mateusz U,c,40
gdal-ogr,1,tech,Mateusz U,cpp,56
gdal-ogr,1,tech,Mateusz U,h,40
gdal-ogr,1,tech,Pirmin Braun,cpp,6
gdal-ogr,1,tech,Pirmin Braun,h,6
gdal-ogr,1,tech,Pirmin Braun,html,2
gdal-ogr,1,tech,Radim,cpp,4
gdal-ogr,2,tech,Andrey,c,2
gdal-ogr,2,tech,Andrey,cpp,12
gdal-ogr,2,tech,Andrey,h,10
gdal-ogr,2,tech,Ari Maniatis,c,2
gdal-ogr,2,tech,Ari Maniatis,cpp,6
gdal-ogr,2,tech,Ari Maniatis,html,2
gdal-ogr,2,tech,Ari Maniatis,pl,2
gdal-ogr,2,tech,Ari Maniatis,pm,4
gdal-ogr,2,tech,Ari Maniatis,pod,8
gdal-ogr,2,tech,Chris Ortner,cpp,2
gdal-ogr,2,tech,Francesco Dal Canton,c,102
gdal-ogr,2,tech,Francesco Dal Canton,cls,6
gdal-ogr,2,tech,Francesco Dal Canton,cpp,410
gdal-ogr,2,tech,Francesco Dal Canton,frm,2
gdal-ogr,2,tech,Francesco Dal Canton,h,150
gdal-ogr,2,tech,Francesco Dal Canton,html,20
gdal-ogr,2,tech,Francesco Dal Canton,m4,2
gdal-ogr,2,tech,Francesco Dal Canton,py,26
gdal-ogr,2,tech,Ivankozik,c,6
gdal-ogr,2,tech,Ivankozik,cpp,10
gdal-ogr,2,tech,Ivankozik,h,6
gdal-ogr,2,tech,Mateusz U,h,2
gdal-ogr,2,tech,Pirmin Braun,cpp,8
gdal-ogr,2,tech,Pirmin Braun,h,6
gdal-ogr,3,tech,Andrey,c,12
gdal-ogr,3,tech,Andrey,cpp,4
gdal-ogr,3,tech,Andrey,h,2
gdal-ogr,3,tech,Andrey,m4,4
gdal-ogr,3,tech,Andrey,sh,2
gdal-ogr,3,tech,Ari Maniatis,c,2
gdal-ogr,3,tech,Ari Maniatis,cpp,6
gdal-ogr,3,tech,Ari Maniatis,pm,8
gdal-ogr,3,tech,Chris Ortner,cpp,2
gdal-ogr,3,tech,Chris Ortner,html,2
gdal-ogr,3,tech,Davidmo,1,10
gdal-ogr,3,tech,Denis Barushev,cpp,4
gdal-ogr,3,tech,Denis Barushev,h,2
gdal-ogr,3,tech,Francesco Dal Canton,1,38
gdal-ogr,3,tech,Francesco Dal Canton,bat,2
gdal-ogr,3,tech,Francesco Dal Canton,c,4
gdal-ogr,3,tech,Francesco Dal Canton,cpp,158
gdal-ogr,3,tech,Francesco Dal Canton,h,34
gdal-ogr,3,tech,Francesco Dal Canton,html,2
gdal-ogr,3,tech,Francesco Dal Canton,m4,6
gdal-ogr,3,tech,Francesco Dal Canton,py,4
gdal-ogr,3,tech,Ivankozik,cpp,6
gdal-ogr,3,tech,Ivankozik,html,2
gdal-ogr,3,tech,Mateusz U,c,30
gdal-ogr,3,tech,Mateusz U,cpp,4
gdal-ogr,3,tech,Mateusz U,h,18
gdal-ogr,3,tech,Pirmin Braun,cpp,36
gdal-ogr,3,tech,Pirmin Braun,h,8
gdal-ogr,3,tech,Pirmin Braun,html,2
gdal-ogr,4,tech,Andrey,c,2
gdal-ogr,4,tech,Andrey,m4,8
gdal-ogr,4,tech,Francesco Dal Canton,c,8
gdal-ogr,4,tech,Francesco Dal Canton,cpp,84
gdal-ogr,4,tech,Francesco Dal Canton,h,20
gdal-ogr,4,tech,Francesco Dal Canton,html,4
gdal-ogr,4,tech,Francesco Dal Canton,sh,2
gdal-ogr,4,tech,Ivankozik,cpp,2
gdal-ogr,4,tech,Mateusz U,cpp,34
gdal-ogr,4,tech,Mateusz U,h,8
gdal-ogr,4,tech,Mateusz U,html,2
gdal-ogr,4,tech,Pirmin Braun,cpp,6
gdal-ogr,4,tech,Pirmin Braun,h,2
gdal-ogr,5,tech,Andrey,cpp,30
gdal-ogr,5,tech,Andrey,h,10
gdal-ogr,5,tech,Ari Maniatis,cpp,10
gdal-ogr,5,tech,Ari Maniatis,pl,2
gdal-ogr,5,tech,Ari Maniatis,pm,2
gdal-ogr,5,tech,Denis Barushev,html,2
gdal-ogr,5,tech,Francesco Dal Canton,c,42
gdal-ogr,5,tech,Francesco Dal Canton,cpp,104
gdal-ogr,5,tech,Francesco Dal Canton,h,26
gdal-ogr,5,tech,Francesco Dal Canton,html,14
gdal-ogr,5,tech,Mateusz U,1,32
gdal-ogr,5,tech,Mateusz U,cpp,40
gdal-ogr,5,tech,Mateusz U,h,8
gdal-ogr,5,tech,Mateusz U,html,18
gdal-ogr,5,tech,Mateusz U,m4,2
gdal-ogr,5,tech,Oleg Prozorov,cpp,2
gdal-ogr,5,tech,Oleg Prozorov,h,2
gdal-ogr,6,tech,Andrey,cpp,10
gdal-ogr,6,tech,Andrey,h,2
gdal-ogr,6,tech,Andrey,html,2
gdal-ogr,6,tech,Francesco Dal Canton,c,2
gdal-ogr,6,tech,Francesco Dal Canton,cpp,46
gdal-ogr,6,tech,Francesco Dal Canton,h,6
gdal-ogr,6,tech,Francesco Dal Canton,html,8
gdal-ogr,6,tech,Mateusz U,cpp,42
gdal-ogr,6,tech,Mateusz U,h,8
gdal-ogr,6,tech,Mateusz U,html,2
gdal-ogr,6,tech,Mateusz U,m4,4
gdal-ogr,7,tech,Andrey,cpp,6
gdal-ogr,7,tech,Chris Ortner,cpp,2
gdal-ogr,7,tech,Denis Barushev,cpp,2
gdal-ogr,7,tech,Francesco Dal Canton,c,6
gdal-ogr,7,tech,Francesco Dal Canton,cpp,42
gdal-ogr,7,tech,Francesco Dal Canton,h,6
gdal-ogr,7,tech,Francesco Dal Canton,html,4
gdal-ogr,7,tech,Mateusz U,c,6
gdal-ogr,7,tech,Mateusz U,cpp,14
gdal-ogr,7,tech,Pirmin Braun,cpp,4
gdal-ogr,7,tech,Pirmin Braun,h,2
gdal-ogr,7,tech,Pirmin Braun,html,2
gdal-ogr,8,tech,Andrey,cpp,24
gdal-ogr,8,tech,Andrey,h,8
gdal-ogr,8,tech,Andrey,html,2
gdal-ogr,8,tech,Denis Barushev,cpp,2
gdal-ogr,8,tech,Denis Barushev,html,2
gdal-ogr,8,tech,Francesco Dal Canton,c,6
gdal-ogr,8,tech,Francesco Dal Canton,cpp,38
gdal-ogr,8,tech,Francesco Dal Canton,h,6
gdal-ogr,8,tech,Francesco Dal Canton,html,4
gdal-ogr,8,tech,Francesco Dal Canton,py,4
gdal-ogr,8,tech,Mateusz U,cpp,4
gdal-ogr,8,tech,Oleg Prozorov,cpp,6
gdal-ogr,8,tech,Oleg Prozorov,h,2
gdal-ogr,8,tech,Pirmin Braun,cpp,4
gdal-ogr,8,tech,Pirmin Braun,h,2
gdal-ogr,8,tech,Pirmin Braun,html,2
gdal-ogr,8,tech,Tamas Denes,c,2
gdal-ogr,8,tech,Tamas Denes,cs,8
gdal-ogr,9,tech,Andrey,cpp,22
gdal-ogr,9,tech,Andrey,h,8
gdal-ogr,9,tech,Andrey,html,4
gdal-ogr,9,tech,Chris Ortner,cpp,12
gdal-ogr,9,tech,Chris Ortner,html,2
gdal-ogr,9,tech,Denis Barushev,cpp,2
gdal-ogr,9,tech,Francesco Dal Canton,c,16
gdal-ogr,9,tech,Francesco Dal Canton,cpp,106
gdal-ogr,9,tech,Francesco Dal Canton,h,20
gdal-ogr,9,tech,Francesco Dal Canton,html,12
gdal-ogr,9,tech,Francesco Dal Canton,m4,2
gdal-ogr,9,tech,Francesco Dal Canton,py,4
gdal-ogr,9,tech,Ivankozik,cpp,2
gdal-ogr,9,tech,Lichun,cpp,4
gdal-ogr,9,tech,Lichun,h,4
gdal-ogr,9,tech,Mateusz U,cpp,4
gdal-ogr,9,tech,Mateusz U,h,4
gdal-ogr,9,tech,Mateusz U,html,4
gdal-ogr,9,tech,Mateusz U,m4,4
gdal-ogr,9,tech,Tamas Denes,cpp,2
gdal-ogr,9,tech,Tamas Denes,cs,8
gdal-ogr,10,tech,Andrey,cpp,8
gdal-ogr,10,tech,Andrey,h,6
gdal-ogr,10,tech,Andrey,html,2
gdal-ogr,10,tech,Ari Maniatis,bat,4
gdal-ogr,10,tech,Ari Maniatis,c,2
gdal-ogr,10,tech,Ari Maniatis,cpp,10
gdal-ogr,10,tech,Ari Maniatis,pl,2
gdal-ogr,10,tech,Ari Maniatis,pm,14
gdal-ogr,10,tech,Ari Maniatis,pod,10
gdal-ogr,10,tech,Ari Maniatis,t,4
gdal-ogr,10,tech,Chris Ortner,c,2
gdal-ogr,10,tech,Chris Ortner,cpp,32
gdal-ogr,10,tech,Chris Ortner,h,10
gdal-ogr,10,tech,Chris Ortner,py,30
gdal-ogr,10,tech,Danieleriksson,cpp,2
gdal-ogr,10,tech,Danieleriksson,h,2
gdal-ogr,10,tech,Francesco Dal Canton,c,28
gdal-ogr,10,tech,Francesco Dal Canton,cpp,86
gdal-ogr,10,tech,Francesco Dal Canton,h,20
gdal-ogr,10,tech,Francesco Dal Canton,html,8
gdal-ogr,10,tech,Francesco Dal Canton,py,4
gdal-ogr,10,tech,Mateusz U,c,34
gdal-ogr,10,tech,Mateusz U,cpp,22
gdal-ogr,10,tech,Mateusz U,h,26
gdal-ogr,10,tech,Mateusz U,m4,6
gdal-ogr,10,tech,Oleg Prozorov,cpp,18
gdal-ogr,10,tech,Oleg Prozorov,h,4
gdal-ogr,10,tech,Oleg Prozorov,html,4
gdal-ogr,10,tech,Radim,cpp,4
gdal-ogr,10,tech,Tamas Denes,cpp,8
gdal-ogr,10,tech,Tamas Denes,cs,18
gdal-ogr,10,tech,Tamas Denes,h,4
gdal-ogr,11,tech,Andrey,cpp,10
gdal-ogr,11,tech,Andrey,h,10
gdal-ogr,11,tech,Ari Maniatis,bat,2
gdal-ogr,11,tech,Ari Maniatis,c,2
gdal-ogr,11,tech,Ari Maniatis,cpp,14
gdal-ogr,11,tech,Ari Maniatis,html,2
gdal-ogr,11,tech,Ari Maniatis,pm,4
gdal-ogr,11,tech,Ari Maniatis,pod,8
gdal-ogr,11,tech,Ari Maniatis,t,6
gdal-ogr,11,tech,Chris Ortner,c,2
gdal-ogr,11,tech,Chris Ortner,h,2
gdal-ogr,11,tech,Chris Ortner,mk,4
gdal-ogr,11,tech,Chris Ortner,py,2
gdal-ogr,11,tech,Davidmo,c,2
gdal-ogr,11,tech,Davidmo,cpp,8
gdal-ogr,11,tech,Davidmo,h,2
gdal-ogr,11,tech,Davidmo,java,70
gdal-ogr,11,tech,Dreamil,c,2
gdal-ogr,11,tech,Dreamil,cpp,6
gdal-ogr,11,tech,Francesco Dal Canton,c,20
gdal-ogr,11,tech,Francesco Dal Canton,cpp,78
gdal-ogr,11,tech,Francesco Dal Canton,h,18
gdal-ogr,11,tech,Francesco Dal Canton,html,6
gdal-ogr,11,tech,Francesco Dal Canton,pm,2
gdal-ogr,11,tech,Francesco Dal Canton,py,2
gdal-ogr,11,tech,Lichun,cpp,6
gdal-ogr,11,tech,Mateusz U,c,42
gdal-ogr,11,tech,Mateusz U,cpp,14
gdal-ogr,11,tech,Mateusz U,h,26
gdal-ogr,11,tech,Tamas Denes,cpp,2
gdal-ogr,12,tech,Andrey,cpp,38
gdal-ogr,12,tech,Andrey,h,14
gdal-ogr,12,tech,Andrey,html,10
gdal-ogr,12,tech,Ari Maniatis,pm,8
gdal-ogr,12,tech,Chris Ortner,cpp,116
gdal-ogr,12,tech,Chris Ortner,h,100
gdal-ogr,12,tech,Danieleriksson,cpp,2
gdal-ogr,12,tech,Davidmo,1,64
gdal-ogr,12,tech,Davidmo,asc,4
gdal-ogr,12,tech,Davidmo,bas,12
gdal-ogr,12,tech,Davidmo,bat,16
gdal-ogr,12,tech,Davidmo,c,1048
gdal-ogr,12,tech,Davidmo,cls,24
gdal-ogr,12,tech,Davidmo,cpp,2102
gdal-ogr,12,tech,Davidmo,cs,36
gdal-ogr,12,tech,Davidmo,css,4
gdal-ogr,12,tech,Davidmo,frm,4
gdal-ogr,12,tech,Davidmo,gml,4
gdal-ogr,12,tech,Davidmo,h,930
gdal-ogr,12,tech,Davidmo,html,300
gdal-ogr,12,tech,Davidmo,inc,40
gdal-ogr,12,tech,Davidmo,java,140
gdal-ogr,12,tech,Davidmo,m4,32
gdal-ogr,12,tech,Davidmo,mk,4
gdal-ogr,12,tech,Davidmo,php,16
gdal-ogr,12,tech,Davidmo,pm,16
gdal-ogr,12,tech,Davidmo,py,330
gdal-ogr,12,tech,Davidmo,rb,54
gdal-ogr,12,tech,Davidmo,sh,60
gdal-ogr,12,tech,Davidmo,t,8
gdal-ogr,12,tech,Davidmo,tst,2
gdal-ogr,12,tech,Francesco Dal Canton,1,64
gdal-ogr,12,tech,Francesco Dal Canton,c,478
gdal-ogr,12,tech,Francesco Dal Canton,cpp,4646
gdal-ogr,12,tech,Francesco Dal Canton,h,1472
gdal-ogr,12,tech,Francesco Dal Canton,html,6
gdal-ogr,12,tech,Francesco Dal Canton,py,20
gdal-ogr,12,tech,Francesco Dal Canton,sh,4
gdal-ogr,12,tech,Francesco Dal Canton,tst,2
gdal-ogr,12,tech,Lichun,cpp,2
gdal-ogr,12,tech,Martin Baum,cpp,4
gdal-ogr,12,tech,Mateusz U,c,128
gdal-ogr,12,tech,Mateusz U,cpp,4
gdal-ogr,12,tech,Mateusz U,h,56
gdal-ogr,12,tech,Mateusz U,m4,10
gdal-ogr,12,tech,Mateusz U,sh,4
gdal-ogr,12,tech,Tamas Denes,cs,4
gdal-ogr,12,tech,Tamas Denes,sh,4
gdal-ogr,13,tech,Andrey,cpp,44
gdal-ogr,13,tech,Andrey,h,8
gdal-ogr,13,tech,Andrey,m4,4
gdal-ogr,13,tech,Chris Ortner,cpp,68
gdal-ogr,13,tech,Chris Ortner,h,40
gdal-ogr,13,tech,Chris Ortner,html,24
gdal-ogr,13,tech,Dreamil,cpp,4
gdal-ogr,13,tech,Francesco Dal Canton,c,4
gdal-ogr,13,tech,Francesco Dal Canton,cpp,90
gdal-ogr,13,tech,Francesco Dal Canton,h,8
gdal-ogr,13,tech,Francesco Dal Canton,html,20
gdal-ogr,13,tech,Francesco Dal Canton,py,6
gdal-ogr,13,tech,Hannah Zabarsky,cpp,8
gdal-ogr,13,tech,Ivankozik,cpp,20
gdal-ogr,13,tech,Ivankozik,h,16
gdal-ogr,13,tech,Ivankozik,html,4
gdal-ogr,13,tech,Martin Baum,cpp,4
gdal-ogr,13,tech,Martin Baum,h,4
gdal-ogr,13,tech,Mateusz U,c,90
gdal-ogr,13,tech,Mateusz U,cpp,36
gdal-ogr,13,tech,Mateusz U,h,52
gdal-ogr,13,tech,Mateusz U,html,4
gdal-ogr,13,tech,Tamas Denes,cs,4
gdal-ogr,14,tech,Andrea,java,198
gdal-ogr,14,tech,Andrey,c,32
gdal-ogr,14,tech,Andrey,cpp,96
gdal-ogr,14,tech,Andrey,h,52
gdal-ogr,14,tech,Andrey,html,20
gdal-ogr,14,tech,Ari Maniatis,c,4
gdal-ogr,14,tech,Ari Maniatis,cpp,12
gdal-ogr,14,tech,Ari Maniatis,pm,16
gdal-ogr,14,tech,Ari Maniatis,t,8
gdal-ogr,14,tech,Chris Ortner,cpp,48
gdal-ogr,14,tech,Chris Ortner,h,32
gdal-ogr,14,tech,Chris Ortner,py,26
gdal-ogr,14,tech,Danieleriksson,cpp,62
gdal-ogr,14,tech,Danieleriksson,h,14
gdal-ogr,14,tech,Danieleriksson,html,4
gdal-ogr,14,tech,Denis Barushev,cpp,8
gdal-ogr,14,tech,Francesco Dal Canton,c,14
gdal-ogr,14,tech,Francesco Dal Canton,cpp,316
gdal-ogr,14,tech,Francesco Dal Canton,h,78
gdal-ogr,14,tech,Francesco Dal Canton,html,32
gdal-ogr,14,tech,Francesco Dal Canton,m4,4
gdal-ogr,14,tech,Francesco Dal Canton,nc,2
gdal-ogr,14,tech,Francesco Dal Canton,py,98
gdal-ogr,14,tech,Francesco Dal Canton,sh,4
gdal-ogr,14,tech,Ivankozik,cpp,24
gdal-ogr,14,tech,Ivankozik,h,16
gdal-ogr,14,tech,Mateusz U,c,8
gdal-ogr,14,tech,Mateusz U,cpp,124
gdal-ogr,14,tech,Mateusz U,h,16
gdal-ogr,14,tech,Mateusz U,html,8
gdal-ogr,14,tech,Mateusz U,m4,8
gdal-ogr,14,tech,Mateusz U,py,282
gdal-ogr,14,tech,Mateusz U,sh,8
gdal-ogr,14,tech,Tamas Denes,cpp,4
gdal-ogr,14,tech,Tamas Denes,cs,80
gdal-ogr,14,tech,Tamas Denes,sh,4
gdal-ogr,15,tech,Andrey,cpp,110
gdal-ogr,15,tech,Andrey,h,36
gdal-ogr,15,tech,Andrey,m4,40
gdal-ogr,15,tech,Andrey,py,4
gdal-ogr,15,tech,Andrey,sh,8
gdal-ogr,15,tech,Ari Maniatis,c,4
gdal-ogr,15,tech,Ari Maniatis,cpp,20
gdal-ogr,15,tech,Ari Maniatis,pm,16
gdal-ogr,15,tech,Ari Maniatis,t,28
gdal-ogr,15,tech,Chris Ortner,c,2
gdal-ogr,15,tech,Chris Ortner,cpp,12
gdal-ogr,15,tech,Chris Ortner,h,8
gdal-ogr,15,tech,Chris Ortner,py,6
gdal-ogr,15,tech,Danieleriksson,cpp,4
gdal-ogr,15,tech,Denis Barushev,cpp,8
gdal-ogr,15,tech,Francesco Dal Canton,c,34
gdal-ogr,15,tech,Francesco Dal Canton,cpp,170
gdal-ogr,15,tech,Francesco Dal Canton,h,36
gdal-ogr,15,tech,Francesco Dal Canton,html,8
gdal-ogr,15,tech,Francesco Dal Canton,m4,12
gdal-ogr,15,tech,Francesco Dal Canton,py,42
gdal-ogr,15,tech,Francesco Dal Canton,sh,4
gdal-ogr,15,tech,Ivankozik,cpp,72
gdal-ogr,15,tech,Ivankozik,h,28
gdal-ogr,15,tech,Mateusz U,c,40
gdal-ogr,15,tech,Mateusz U,cpp,128
gdal-ogr,15,tech,Mateusz U,gml,2
gdal-ogr,15,tech,Mateusz U,h,22
gdal-ogr,15,tech,Mateusz U,html,4
gdal-ogr,15,tech,Mateusz U,pm,12
gdal-ogr,15,tech,Mateusz U,py,10
gdal-ogr,15,tech,Mateusz U,sh,10
gdal-ogr,15,tech,Pirmin Braun,cpp,28
gdal-ogr,15,tech,Pirmin Braun,h,16
gdal-ogr,15,tech,Tamas Denes,cs,32
gdal-ogr,16,tech,Andrey,cpp,12
gdal-ogr,16,tech,Andrey,h,8
gdal-ogr,16,tech,Chris Ortner,cpp,4
gdal-ogr,16,tech,Chris Ortner,h,8
gdal-ogr,16,tech,Chris Ortner,py,26
gdal-ogr,16,tech,Chris Ortner,sh,8
gdal-ogr,16,tech,Danieleriksson,cpp,8
gdal-ogr,16,tech,Denis Barushev,cpp,4
gdal-ogr,16,tech,Denis Barushev,py,2
gdal-ogr,16,tech,Francesco Dal Canton,c,32
gdal-ogr,16,tech,Francesco Dal Canton,cpp,280
gdal-ogr,16,tech,Francesco Dal Canton,h,70
gdal-ogr,16,tech,Francesco Dal Canton,html,16
gdal-ogr,16,tech,Francesco Dal Canton,py,36
gdal-ogr,16,tech,Ivankozik,cpp,20
gdal-ogr,16,tech,Ivankozik,h,8
gdal-ogr,16,tech,Konstantin.baumann,cpp,4
gdal-ogr,16,tech,Mateusz U,cpp,40
gdal-ogr,16,tech,Mateusz U,h,6
gdal-ogr,16,tech,Mateusz U,html,48
gdal-ogr,16,tech,Mateusz U,m4,2
gdal-ogr,16,tech,Mateusz U,py,2
gdal-ogr,16,tech,Mateusz U,sh,2
gdal-ogr,16,tech,Pirmin Braun,cpp,12
gdal-ogr,16,tech,Pirmin Braun,h,6
gdal-ogr,16,tech,Tamas Denes,cs,16
gdal-ogr,16,tech,Tamas Denes,h,8
gdal-ogr,17,tech,Andrey,cpp,8
gdal-ogr,17,tech,Ari Maniatis,bat,4
gdal-ogr,17,tech,Ari Maniatis,t,4
gdal-ogr,17,tech,Danieleriksson,cpp,24
gdal-ogr,17,tech,Francesco Dal Canton,c,22
gdal-ogr,17,tech,Francesco Dal Canton,cpp,206
gdal-ogr,17,tech,Francesco Dal Canton,h,28
gdal-ogr,17,tech,Francesco Dal Canton,html,24
gdal-ogr,17,tech,Francesco Dal Canton,m4,2
gdal-ogr,17,tech,Francesco Dal Canton,py,24
gdal-ogr,17,tech,Francesco Dal Canton,sh,2
gdal-ogr,17,tech,Ivankozik,cpp,48
gdal-ogr,17,tech,Ivankozik,h,24
gdal-ogr,17,tech,Mateusz U,c,6
gdal-ogr,17,tech,Mateusz U,cpp,16
gdal-ogr,17,tech,Mateusz U,py,4
gdal-ogr,17,tech,Ray,cpp,20
gdal-ogr,17,tech,Ray,html,12
gdal-ogr,18,tech,Andrey,cpp,10
gdal-ogr,18,tech,Andrey,html,4
gdal-ogr,18,tech,Ari Maniatis,c,4
gdal-ogr,18,tech,Ari Maniatis,cpp,16
gdal-ogr,18,tech,Ari Maniatis,pm,16
gdal-ogr,18,tech,Ari Maniatis,t,4
gdal-ogr,18,tech,Chris Ortner,cpp,56
gdal-ogr,18,tech,Chris Ortner,h,28
gdal-ogr,18,tech,Chris Ortner,html,4
gdal-ogr,18,tech,Chris Ortner,py,40
gdal-ogr,18,tech,Danieleriksson,cpp,44
gdal-ogr,18,tech,Danieleriksson,h,8
gdal-ogr,18,tech,Francesco Dal Canton,c,20
gdal-ogr,18,tech,Francesco Dal Canton,cpp,120
gdal-ogr,18,tech,Francesco Dal Canton,h,6
gdal-ogr,18,tech,Francesco Dal Canton,html,8
